"Address","Packets","Bytes","Tx Packets","Tx Bytes","Rx Packets","Rx Bytes"
"00:15:17:fe:56:df",15,1845,15,1845,0,0
"00:1e:64:c7:9d:31",572,53736,572,53736,0,0
"00:db:df:84:1a:a7",14,7712,14,7712,0,0
"00:e0:0f:8e:81:d8",4837,1042512,4837,1042512,0,0
"00:ff:ff:ff:ff:ff",3,138,0,0,3,138
"01:00:5e:00:00:01",3,302,0,0,3,302
"01:00:5e:00:00:02",19,1884,0,0,19,1884
"01:00:5e:00:00:05",2,236,0,0,2,236
"01:00:5e:00:00:16",81,7956,0,0,81,7956
"01:00:5e:00:00:fb",1364,298229,0,0,1364,298229
"01:00:5e:00:00:fc",962,99626,0,0,962,99626
"01:00:5e:40:98:a3",1,110,0,0,1,110
"01:00:5e:6e:ee:ee",10,1180,0,0,10,1180
"01:00:5e:7f:ff:fa",98,38176,0,0,98,38176
"01:80:c2:00:00:00",49,4312,0,0,49,4312
"01:ff:ff:ff:ff:ff",3,102,0,0,3,102
"02:ff:ff:ff:ff:ff",1,46,0,0,1,46
"03:ff:ff:ff:ff:ff",5,182,0,0,5,182
"04:00:00:00:00:00",1,46,0,0,1,46
"04:00:00:00:ff:ff",8,272,8,272,0,0
"04:00:00:05:ff:ff",3,102,3,102,0,0
"04:00:00:06:ff:ff",1,46,1,46,0,0
"04:00:00:08:11:31",2,76,2,76,0,0
"04:00:00:09:ec:78",1,38,1,38,0,0
"04:00:00:0a:81:d8",5,180,5,180,0,0
"04:00:00:0b:81:d8",2,76,2,76,0,0
"04:00:00:0c:81:d8",1,38,1,38,0,0
"04:00:00:0c:9d:31",3,114,3,114,0,0
"04:00:00:10:ff:ff",2,74,0,0,2,74
"04:00:00:12:ff:ff",14,476,14,476,0,0
"04:00:00:19:ff:ff",5,188,5,188,0,0
"04:00:00:1e:ff:ff",2,74,0,0,2,74
"04:00:00:21:00:00",3,108,0,0,3,108
"04:00:00:21:58:1c",2,76,0,0,2,76
"04:00:00:21:f7:ff",4,136,0,0,4,136
"04:00:00:21:ff:ff",5,194,3,120,2,74
"04:00:00:28:ff:ff",3,108,3,108,0,0
"04:00:00:2c:ff:ff",4,136,4,136,0,0
"04:00:00:34:ff:ff",3,108,3,108,0,0
"04:00:00:39:00:00",1,38,0,0,1,38
"04:00:00:3c:00:00",1,38,0,0,1,38
"04:00:00:3c:ff:ff",4,142,4,142,0,0
"04:00:00:3f:00:00",1,38,0,0,1,38
"04:00:00:42:ff:ff",1,46,1,46,0,0
"04:00:00:4c:ff:ff",4,130,4,130,0,0
"04:00:00:4d:ff:ff",6,198,6,198,0,0
"04:00:00:55:ff:ff",2,74,0,0,2,74
"04:00:00:58:ff:ff",3,108,3,108,0,0
"04:00:00:59:ff:ff",3,102,3,102,0,0
"04:00:00:5c:ff:ff",9,306,9,306,0,0
"04:00:00:61:ff:ff",2,74,0,0,2,74
"04:00:00:62:ff:ff",3,108,0,0,3,108
"04:00:00:63:ff:ff",5,164,5,164,0,0
"04:00:00:65:ff:ff",2,74,2,74,0,0
"04:00:00:6c:ff:ff",1,46,1,46,0,0
"04:00:00:72:00:00",1,46,0,0,1,46
"04:00:00:79:00:00",1,46,0,0,1,46
"04:00:00:7b:ff:ff",2,74,0,0,2,74
"04:00:00:7e:ff:ff",6,210,6,210,0,0
"04:00:00:7f:00:00",1,46,0,0,1,46
"04:00:00:82:ff:ff",3,108,3,108,0,0
"04:00:00:8a:ff:ff",14,470,14,470,0,0
"04:00:00:8c:ff:ff",4,154,4,154,0,0
"04:00:00:8d:ff:ff",2,80,2,80,0,0
"04:00:00:8e:ff:ff",2,74,2,74,0,0
"04:00:00:90:ff:ff",4,142,4,142,0,0
"04:00:00:95:ff:ff",1,46,1,46,0,0
"04:00:00:9a:7f:ff",2,74,0,0,2,74
"04:00:00:9a:ff:ff",1,46,1,46,0,0
"04:00:00:9b:ff:ff",8,284,8,284,0,0
"04:00:00:a6:ff:ff",1,46,0,0,1,46
"04:00:00:a9:ff:ff",11,380,0,0,11,380
"04:00:00:af:ff:ff",2,92,1,46,1,46
"04:00:00:b3:ff:ff",3,102,3,102,0,0
"04:00:00:b5:ff:ff",3,108,3,108,0,0
"04:00:00:b9:ff:ff",3,114,3,114,0,0
"04:00:00:bb:ff:ff",5,164,5,164,0,0
"04:00:00:bc:ff:ff",4,148,4,148,0,0
"04:00:00:c6:ff:ff",2,74,2,74,0,0
"04:00:00:c7:ff:ff",3,102,3,102,0,0
"04:00:00:c9:ff:ff",1,46,1,46,0,0
"04:00:00:ca:00:00",7,244,7,244,0,0
"04:00:00:ca:ff:ff",1,46,1,46,0,0
"04:00:00:ce:ff:ff",4,136,4,136,0,0
"04:00:00:d0:ff:ff",3,108,3,108,0,0
"04:00:00:d1:ff:ff",2,74,0,0,2,74
"04:00:00:dc:ff:ff",1,46,1,46,0,0
"04:00:00:dd:ff:ff",3,108,3,108,0,0
"04:00:00:e4:00:00",3,108,3,108,0,0
"04:00:00:e5:ff:ff",3,108,0,0,3,108
"04:00:00:e6:ff:ff",1,46,1,46,0,0
"04:00:00:e7:ff:ff",3,108,3,108,0,0
"04:00:00:e8:ff:ff",4,136,4,136,0,0
"04:00:00:ed:ff:ff",2,74,2,74,0,0
"04:00:00:f4:ff:ff",4,136,4,136,0,0
"04:00:00:f5:ff:ff",4,142,4,142,0,0
"04:00:00:f8:ff:ff",3,108,3,108,0,0
"04:00:00:fb:ff:ff",2,74,2,74,0,0
"04:00:10:00:ff:ff",3,120,1,46,2,74
"04:00:10:01:ff:ff",4,136,4,136,0,0
"04:00:10:03:ff:ff",1,46,1,46,0,0
"04:00:10:05:ff:ff",2,74,2,74,0,0
"04:00:10:06:ff:ff",2,74,2,74,0,0
"04:00:10:08:81:d8",1,38,1,38,0,0
"04:00:10:08:c9:02",13,446,13,446,0,0
"04:00:10:08:f3:1d",2,76,2,76,0,0
"04:00:10:08:ff:ff",1,46,1,46,0,0
"04:00:10:09:39:df",1,38,1,38,0,0
"04:00:10:09:81:d8",3,114,3,114,0,0
"04:00:10:0a:81:d8",4,152,4,152,0,0
"04:00:10:0a:ff:ff",2,74,2,74,0,0
"04:00:10:0b:ff:9d",4,152,4,152,0,0
"04:00:10:0c:81:d8",4,152,4,152,0,0
"04:00:10:0d:ff:ff",3,108,3,108,0,0
"04:00:10:0e:ff:ff",7,226,0,0,7,226
"04:00:10:15:ff:ff",1,46,0,0,1,46
"04:00:10:16:ff:ff",7,244,7,244,0,0
"04:00:10:17:ff:ff",4,148,4,148,0,0
"04:00:10:18:00:00",3,108,3,108,0,0
"04:00:10:1a:ff:ff",2,74,2,74,0,0
"04:00:10:23:ff:ff",2,80,2,80,0,0
"04:00:10:26:ff:ff",4,136,4,136,0,0
"04:00:10:28:00:00",3,108,0,0,3,108
"04:00:10:28:58:1c",1,38,0,0,1,38
"04:00:10:28:ff:ff",31,1030,0,0,31,1030
"04:00:10:2e:ff:ff",6,198,6,198,0,0
"04:00:10:2f:ff:ff",3,108,3,108,0,0
"04:00:10:31:00:00",3,108,3,108,0,0
"04:00:10:34:00:00",1,38,0,0,1,38
"04:00:10:36:00:00",3,114,2,76,1,38
"04:00:10:39:00:00",1,38,0,0,1,38
"04:00:10:41:00:00",1,38,0,0,1,38
"04:00:10:42:ff:ff",1,46,1,46,0,0
"04:00:10:47:ff:ff",3,108,0,0,3,108
"04:00:10:4c:ff:ff",3,108,3,108,0,0
"04:00:10:4f:ff:ff",3,108,3,108,0,0
"04:00:10:52:ff:ff",12,390,12,390,0,0
"04:00:10:53:ff:ff",6,216,0,0,6,216
"04:00:10:59:ff:ff",1,46,1,46,0,0
"04:00:10:60:ff:ff",3,108,3,108,0,0
"04:00:10:68:ff:ff",4,136,4,136,0,0
"04:00:10:6b:ff:ff",7,220,7,220,0,0
"04:00:10:6d:ff:ff",1,46,1,46,0,0
"04:00:10:6e:00:00",5,182,5,182,0,0
"04:00:10:6f:ff:ff",2,74,2,74,0,0
"04:00:10:74:00:00",1,46,1,46,0,0
"04:00:10:77:00:00",1,46,0,0,1,46
"04:00:10:7b:00:00",1,46,0,0,1,46
"04:00:10:7c:00:00",4,136,0,0,4,136
"04:00:10:7e:ff:ff",1,46,1,46,0,0
"04:00:10:82:00:00",1,46,1,46,0,0
"04:00:10:83:00:00",1,46,1,46,0,0
"04:00:10:84:ff:ff",7,250,7,250,0,0
"04:00:10:8a:ff:ff",2,80,2,80,0,0
"04:00:10:8c:ff:ff",1,46,1,46,0,0
"04:00:10:8d:ff:ff",13,448,13,448,0,0
"04:00:10:90:ff:ff",7,244,7,244,0,0
"04:00:10:95:ff:ff",4,136,4,136,0,0
"04:00:10:9a:ff:ff",3,108,3,108,0,0
"04:00:10:9c:ff:ff",17,584,6,198,11,386
"04:00:10:9d:ff:ff",3,108,3,108,0,0
"04:00:10:9e:ff:ff",6,198,6,198,0,0
"04:00:10:a0:ff:ff",2,80,0,0,2,80
"04:00:10:a3:ff:ff",3,108,3,108,0,0
"04:00:10:a5:ff:ff",1,46,1,46,0,0
"04:00:10:a7:ff:ff",4,136,0,0,4,136
"04:00:10:a8:ff:ff",13,442,13,442,0,0
"04:00:10:aa:ff:ff",3,108,0,0,3,108
"04:00:10:ac:ff:ff",3,108,0,0,3,108
"04:00:10:b0:ff:ff",1,46,1,46,0,0
"04:00:10:b4:ff:ff",1,46,1,46,0,0
"04:00:10:b5:ff:ff",11,386,11,386,0,0
"04:00:10:c2:ff:ff",1,46,1,46,0,0
"04:00:10:c7:ff:ff",2,74,2,74,0,0
"04:00:10:c9:ff:ff",1,46,1,46,0,0
"04:00:10:ca:ff:ff",3,102,3,102,0,0
"04:00:10:cb:ff:ff",6,198,6,198,0,0
"04:00:10:ce:ff:ff",2,74,0,0,2,74
"04:00:10:d2:ff:ff",3,108,3,108,0,0
"04:00:10:d3:ff:ff",7,226,7,226,0,0
"04:00:10:d6:ff:ff",3,108,3,108,0,0
"04:00:10:db:ff:ff",1,46,1,46,0,0
"04:00:10:dc:ff:ff",3,102,3,102,0,0
"04:00:10:dd:00:00",1,46,1,46,0,0
"04:00:10:de:ff:ff",5,182,5,182,0,0
"04:00:10:f4:ff:ff",1,46,1,46,0,0
"04:00:10:f7:ff:ff",2,74,2,74,0,0
"04:00:10:f9:ff:ff",13,454,13,454,0,0
"04:00:10:fb:ff:ff",3,108,0,0,3,108
"04:00:10:fd:ff:ff",4,136,4,136,0,0
"04:00:20:00:ff:ff",2,74,2,74,0,0
"04:00:20:05:ff:ff",4,154,4,154,0,0
"04:00:20:08:32:8c",2,76,2,76,0,0
"04:00:20:09:11:31",3,114,3,114,0,0
"04:00:20:0a:c9:02",4,152,4,152,0,0
"04:00:20:0b:ff:ff",1,46,1,46,0,0
"04:00:20:0c:ff:ff",1,46,0,0,1,46
"04:00:20:15:ff:ff",2,74,0,0,2,74
"04:00:20:16:ff:ff",2,74,0,0,2,74
"04:00:20:17:ff:ff",2,74,2,74,0,0
"04:00:20:18:ff:ff",3,108,3,108,0,0
"04:00:20:19:ff:ff",4,136,4,136,0,0
"04:00:20:1a:ff:ff",3,102,3,102,0,0
"04:00:20:1e:ff:ff",4,154,4,154,0,0
"04:00:20:20:ff:ff",3,102,0,0,3,102
"04:00:20:29:ff:ff",1,46,1,46,0,0
"04:00:20:2a:ff:ff",9,306,9,306,0,0
"04:00:20:2f:ff:ff",1,46,0,0,1,46
"04:00:20:30:00:00",3,108,0,0,3,108
"04:00:20:34:00:00",1,38,0,0,1,38
"04:00:20:34:81:d8",1,38,1,38,0,0
"04:00:20:36:00:00",1,38,0,0,1,38
"04:00:20:37:ff:ff",1,46,1,46,0,0
"04:00:20:39:ff:ff",8,272,8,272,0,0
"04:00:20:3b:ff:ff",1,46,1,46,0,0
"04:00:20:3c:00:00",1,38,0,0,1,38
"04:00:20:3e:ff:ff",1,46,1,46,0,0
"04:00:20:3f:ff:ff",3,108,3,108,0,0
"04:00:20:42:ff:ff",1,46,1,46,0,0
"04:00:20:44:ff:ff",3,108,3,108,0,0
"04:00:20:49:ff:ff",1,46,1,46,0,0
"04:00:20:4b:ff:ff",11,362,11,362,0,0
"04:00:20:4f:ff:ff",1,46,1,46,0,0
"04:00:20:58:ff:ff",8,272,8,272,0,0
"04:00:20:63:ff:ff",7,244,7,244,0,0
"04:00:20:66:ff:ff",4,136,4,136,0,0
"04:00:20:68:ff:ff",3,108,3,108,0,0
"04:00:20:69:ff:ff",3,108,3,108,0,0
"04:00:20:6a:ff:ff",2,74,2,74,0,0
"04:00:20:6c:00:00",1,46,1,46,0,0
"04:00:20:6d:00:00",3,108,3,108,0,0
"04:00:20:6e:00:00",5,182,5,182,0,0
"04:00:20:6f:00:00",1,46,1,46,0,0
"04:00:20:72:00:00",4,136,0,0,4,136
"04:00:20:72:ff:ff",2,74,2,74,0,0
"04:00:20:79:ff:ff",4,136,4,136,0,0
"04:00:20:7b:00:00",1,46,0,0,1,46
"04:00:20:7d:ff:ff",3,102,3,102,0,0
"04:00:20:80:ff:ff",3,108,0,0,3,108
"04:00:20:82:ff:ff",3,108,3,108,0,0
"04:00:20:83:00:00",1,46,1,46,0,0
"04:00:20:89:ff:ff",3,108,3,108,0,0
"04:00:20:8a:ff:ff",1,46,1,46,0,0
"04:00:20:8e:ff:ff",4,154,4,154,0,0
"04:00:20:90:ff:ff",2,74,2,74,0,0
"04:00:20:92:ff:ff",3,108,0,0,3,108
"04:00:20:96:ff:ff",10,346,10,346,0,0
"04:00:20:99:ff:ff",3,108,3,108,0,0
"04:00:20:9a:ff:ff",1,46,1,46,0,0
"04:00:20:9e:ff:ff",2,74,2,74,0,0
"04:00:20:a1:ff:ff",3,102,3,102,0,0
"04:00:20:a8:ff:ff",1,46,1,46,0,0
"04:00:20:ab:ff:ff",5,170,5,170,0,0
"04:00:20:b0:ff:ff",5,182,5,182,0,0
"04:00:20:b6:ff:ff",1,46,1,46,0,0
"04:00:20:b8:ff:ff",3,108,3,108,0,0
"04:00:20:ba:ff:ff",1,46,0,0,1,46
"04:00:20:bb:ff:ff",2,74,2,74,0,0
"04:00:20:bc:ff:ff",2,74,2,74,0,0
"04:00:20:c0:ff:ff",4,136,4,136,0,0
"04:00:20:c2:ff:ff",2,74,2,74,0,0
"04:00:20:c5:ff:ff",1,46,0,0,1,46
"04:00:20:c6:00:00",3,108,0,0,3,108
"04:00:20:c6:ff:ff",1,46,1,46,0,0
"04:00:20:c8:00:00",1,46,1,46,0,0
"04:00:20:ca:ff:ff",3,108,3,108,0,0
"04:00:20:cb:ff:ff",1,46,1,46,0,0
"04:00:20:cc:00:00",4,142,4,142,0,0
"04:00:20:ce:ff:ff",6,210,3,102,3,108
"04:00:20:cf:ff:ff",1,46,1,46,0,0
"04:00:20:d6:ff:ff",3,108,3,108,0,0
"04:00:20:d9:ff:ff",4,136,4,136,0,0
"04:00:20:da:ff:ff",1,46,1,46,0,0
"04:00:20:db:ff:ff",2,74,0,0,2,74
"04:00:20:de:ff:ff",2,74,2,74,0,0
"04:00:20:df:ff:ff",3,102,3,102,0,0
"04:00:20:e1:ff:ff",7,232,7,232,0,0
"04:00:20:e5:ff:ff",3,108,3,108,0,0
"04:00:20:e9:ff:ff",3,108,3,108,0,0
"04:00:20:ed:ff:ff",5,182,5,182,0,0
"04:00:20:f2:ff:ff",12,414,12,414,0,0
"04:00:20:f5:ff:ff",1,46,0,0,1,46
"04:00:20:f6:ff:ff",5,182,1,46,4,136
"04:00:20:f7:ff:ff",3,108,3,108,0,0
"04:00:20:f9:ff:ff",22,736,22,736,0,0
"04:00:30:08:32:8c",1,38,1,38,0,0
"04:00:30:08:81:d8",3,114,3,114,0,0
"04:00:30:0a:2c:b0",1,38,1,38,0,0
"04:00:30:0a:81:d8",3,114,3,114,0,0
"04:00:30:0b:99:bc",2,76,2,76,0,0
"04:00:30:0b:ff:ff",3,102,3,102,0,0
"04:00:30:0c:ff:ff",1,46,0,0,1,46
"04:00:30:12:ff:ff",3,108,3,108,0,0
"04:00:30:1b:ff:ff",3,102,3,102,0,0
"04:00:30:1e:ff:ff",6,216,4,142,2,74
"04:00:30:20:ff:ff",3,108,3,108,0,0
"04:00:30:23:9d:31",16,548,16,548,0,0
"04:00:30:25:ff:01",3,108,3,108,0,0
"04:00:30:25:ff:f7",5,158,5,158,0,0
"04:00:30:25:ff:ff",1,46,1,46,0,0
"04:00:30:27:ff:ff",3,108,0,0,3,108
"04:00:30:2c:ff:ff",3,102,3,102,0,0
"04:00:30:34:58:1c",1,38,0,0,1,38
"04:00:30:36:00:00",3,114,0,0,3,114
"04:00:30:36:58:1c",1,38,0,0,1,38
"04:00:30:37:00:00",1,38,0,0,1,38
"04:00:30:37:ff:ff",1,46,1,46,0,0
"04:00:30:38:00:00",1,38,0,0,1,38
"04:00:30:39:00:00",1,38,0,0,1,38
"04:00:30:39:01:00",2,76,0,0,2,76
"04:00:30:3c:58:1c",1,38,0,0,1,38
"04:00:30:3c:ff:ff",6,204,6,204,0,0
"04:00:30:3e:ff:ff",10,334,10,334,0,0
"04:00:30:40:ff:ff",1,46,1,46,0,0
"04:00:30:47:ff:ff",2,74,0,0,2,74
"04:00:30:4e:ff:ff",2,74,2,74,0,0
"04:00:30:55:ff:ff",16,532,16,532,0,0
"04:00:30:57:ff:ff",2,80,0,0,2,80
"04:00:30:58:ff:ff",1,46,1,46,0,0
"04:00:30:5a:ff:ff",3,108,3,108,0,0
"04:00:30:5f:ff:ff",4,148,4,148,0,0
"04:00:30:61:ff:ff",4,136,0,0,4,136
"04:00:30:68:ff:ff",3,108,3,108,0,0
"04:00:30:6a:ff:ff",3,108,3,108,0,0
"04:00:30:6c:00:00",1,46,0,0,1,46
"04:00:30:6e:00:00",3,114,3,114,0,0
"04:00:30:6e:ff:ff",1,46,1,46,0,0
"04:00:30:70:ff:ff",3,108,3,108,0,0
"04:00:30:71:ff:ff",5,170,5,170,0,0
"04:00:30:7b:ff:ff",4,154,4,154,0,0
"04:00:30:81:ff:ff",1,46,1,46,0,0
"04:00:30:82:00:00",1,46,1,46,0,0
"04:00:30:83:ff:ff",2,92,2,92,0,0
"04:00:30:86:ff:ff",1,46,1,46,0,0
"04:00:30:87:ff:ff",3,102,3,102,0,0
"04:00:30:89:ff:ff",3,108,3,108,0,0
"04:00:30:8a:ff:ff",3,102,3,102,0,0
"04:00:30:90:ff:ff",2,74,2,74,0,0
"04:00:30:97:ff:ff",1,46,0,0,1,46
"04:00:30:99:ff:ff",2,74,2,74,0,0
"04:00:30:9a:ff:ff",4,136,4,136,0,0
"04:00:30:9e:ff:ff",7,226,7,226,0,0
"04:00:30:a3:ff:ff",8,284,8,284,0,0
"04:00:30:a7:ff:ff",10,346,10,346,0,0
"04:00:30:ab:ff:ff",1,46,1,46,0,0
"04:00:30:ae:ff:ff",3,108,3,108,0,0
"04:00:30:b4:ff:ff",3,108,3,108,0,0
"04:00:30:b5:ff:ff",3,108,3,108,0,0
"04:00:30:b6:ff:ff",5,164,5,164,0,0
"04:00:30:b7:ff:ff",3,108,3,108,0,0
"04:00:30:ba:ff:ff",6,216,6,216,0,0
"04:00:30:c2:ff:ff",5,164,5,164,0,0
"04:00:30:c3:00:00",3,114,3,114,0,0
"04:00:30:c3:ff:ff",3,120,3,120,0,0
"04:00:30:c5:ff:ff",2,74,2,74,0,0
"04:00:30:c6:ff:ff",8,272,8,272,0,0
"04:00:30:c9:ff:ff",1,46,1,46,0,0
"04:00:30:cb:ff:ff",4,154,4,154,0,0
"04:00:30:cc:ff:ff",4,154,1,46,3,108
"04:00:30:da:ff:ff",3,102,3,102,0,0
"04:00:30:db:ff:ff",2,74,0,0,2,74
"04:00:30:dd:ff:ff",2,74,2,74,0,0
"04:00:30:de:ff:ff",8,272,8,272,0,0
"04:00:30:e1:ff:ff",4,154,4,154,0,0
"04:00:30:e5:ff:ff",13,448,13,448,0,0
"04:00:30:eb:ff:ff",1,46,1,46,0,0
"04:00:30:f0:ff:ff",1,46,1,46,0,0
"04:00:30:f3:ff:ff",3,108,3,108,0,0
"04:00:30:f9:ff:ff",4,142,4,142,0,0
"04:00:30:fa:ff:ff",1,46,1,46,0,0
"04:00:40:08:32:8c",2,76,2,76,0,0
"04:00:40:08:81:d8",2,76,2,76,0,0
"04:00:40:0a:13:09",2,76,2,76,0,0
"04:00:40:0a:81:d8",2,76,2,76,0,0
"04:00:40:0b:81:d8",4,152,4,152,0,0
"04:00:40:0b:ff:ff",3,108,3,108,0,0
"04:00:40:0c:4c:21",2,76,2,76,0,0
"04:00:40:0c:83:c2",2,76,2,76,0,0
"04:00:40:0c:ff:ff",1,46,0,0,1,46
"04:00:40:12:ff:ff",7,238,7,238,0,0
"04:00:40:1b:ff:ff",3,108,3,108,0,0
"04:00:40:1e:ff:ff",2,80,0,0,2,80
"04:00:40:1f:00:00",3,108,0,0,3,108
"04:00:40:1f:58:1c",1,38,0,0,1,38
"04:00:40:1f:ff:7f",1,46,0,0,1,46
"04:00:40:1f:ff:ff",2,92,1,46,1,46
"04:00:40:23:9d:31",16,548,16,548,0,0
"04:00:40:26:ff:ff",1,46,1,46,0,0
"04:00:40:2c:ff:ff",3,108,3,108,0,0
"04:00:40:31:ff:ff",4,136,4,136,0,0
"04:00:40:32:ff:ff",3,108,3,108,0,0
"04:00:40:34:00:00",1,38,0,0,1,38
"04:00:40:34:58:1c",1,38,0,0,1,38
"04:00:40:36:00:00",1,38,0,0,1,38
"04:00:40:37:58:1c",1,38,0,0,1,38
"04:00:40:37:ff:ff",5,164,5,164,0,0
"04:00:40:38:00:00",1,38,0,0,1,38
"04:00:40:3c:00:00",1,38,0,0,1,38
"04:00:40:40:ff:ff",1,46,1,46,0,0
"04:00:40:4d:ff:ff",2,92,2,92,0,0
"04:00:40:4e:ff:ff",2,74,2,74,0,0
"04:00:40:53:ff:ff",4,136,0,0,4,136
"04:00:40:5a:ff:ff",3,120,0,0,3,120
"04:00:40:5c:ff:ff",3,114,0,0,3,114
"04:00:40:5d:ff:ff",1,46,0,0,1,46
"04:00:40:5e:ff:ff",3,108,0,0,3,108
"04:00:40:5f:ff:ff",14,458,7,226,7,232
"04:00:40:63:ff:ff",2,74,2,74,0,0
"04:00:40:64:ff:ff",12,414,12,414,0,0
"04:00:40:68:ff:ff",2,74,2,74,0,0
"04:00:40:6c:ff:ff",3,108,3,108,0,0
"04:00:40:6e:00:00",1,46,1,46,0,0
"04:00:40:75:00:00",1,46,0,0,1,46
"04:00:40:77:00:00",1,46,0,0,1,46
"04:00:40:78:ff:ff",2,74,2,74,0,0
"04:00:40:7f:ff:ff",2,74,2,74,0,0
"04:00:40:82:00:00",1,46,0,0,1,46
"04:00:40:82:ff:ff",3,108,3,108,0,0
"04:00:40:83:00:00",3,102,0,0,3,102
"04:00:40:87:00:00",2,74,2,74,0,0
"04:00:40:89:ff:ff",5,164,5,164,0,0
"04:00:40:8d:ff:ff",9,300,9,300,0,0
"04:00:40:8e:ff:ff",1,46,1,46,0,0
"04:00:40:94:ff:ff",1,46,1,46,0,0
"04:00:40:98:ff:ff",2,74,0,0,2,74
"04:00:40:9c:ff:ff",6,198,6,198,0,0
"04:00:40:9e:ff:ff",1,46,1,46,0,0
"04:00:40:a7:ff:ff",2,74,0,0,2,74
"04:00:40:aa:ff:ff",1,46,0,0,1,46
"04:00:40:af:ff:ff",3,102,3,102,0,0
"04:00:40:b1:ff:ff",3,102,3,102,0,0
"04:00:40:b8:ff:ff",1,46,0,0,1,46
"04:00:40:b9:ff:ff",3,108,3,108,0,0
"04:00:40:be:ff:ff",2,74,2,74,0,0
"04:00:40:c0:ff:ff",7,238,7,238,0,0
"04:00:40:c3:ff:ff",1,46,0,0,1,46
"04:00:40:c4:ff:ff",1,46,1,46,0,0
"04:00:40:ca:ff:ff",3,108,3,108,0,0
"04:00:40:cc:00:00",9,294,9,294,0,0
"04:00:40:ce:00:00",1,46,1,46,0,0
"04:00:40:d1:ff:ff",2,74,2,74,0,0
"04:00:40:d5:ff:ff",1,46,1,46,0,0
"04:00:40:d6:ff:ff",1,46,1,46,0,0
"04:00:40:d7:ff:ff",3,108,0,0,3,108
"04:00:40:dd:ff:ff",2,92,2,92,0,0
"04:00:40:df:00:00",1,46,1,46,0,0
"04:00:40:df:ff:ff",1,46,1,46,0,0
"04:00:40:e4:ff:ff",2,74,2,74,0,0
"04:00:40:e5:ff:ff",5,182,3,108,2,74
"04:00:40:ec:ff:ff",1,46,1,46,0,0
"04:00:40:ef:ff:ff",3,102,3,102,0,0
"04:00:40:f5:ff:ff",19,652,19,652,0,0
"04:00:40:f7:ff:ff",3,108,3,108,0,0
"04:00:40:fa:ff:ff",1,46,1,46,0,0
"04:00:40:fd:ff:ff",3,102,3,102,0,0
"04:00:50:04:ff:ff",1,46,1,46,0,0
"04:00:50:05:ff:ff",2,74,2,74,0,0
"04:00:50:08:ec:78",13,458,13,458,0,0
"04:00:50:09:81:d8",1,38,1,38,0,0
"04:00:50:09:9d:31",3,114,3,114,0,0
"04:00:50:0a:81:d8",5,168,5,168,0,0
"04:00:50:0a:f3:1d",2,76,2,76,0,0
"04:00:50:0b:81:d8",2,76,2,76,0,0
"04:00:50:0b:9d:31",2,76,2,76,0,0
"04:00:50:0b:ff:ff",4,136,0,0,4,136
"04:00:50:0c:f3:1d",4,152,4,152,0,0
"04:00:50:0c:ff:ff",3,108,0,0,3,108
"04:00:50:0d:ff:ff",2,74,0,0,2,74
"04:00:50:1d:ff:ff",10,334,0,0,10,334
"04:00:50:26:ff:ff",3,102,3,102,0,0
"04:00:50:28:ff:ff",3,108,3,108,0,0
"04:00:50:2d:00:00",1,46,1,46,0,0
"04:00:50:2d:ff:ff",1,46,1,46,0,0
"04:00:50:37:00:00",1,46,1,46,0,0
"04:00:50:38:00:00",12,456,0,0,12,456
"04:00:50:3c:00:00",1,38,0,0,1,38
"04:00:50:3d:ff:ff",3,108,0,0,3,108
"04:00:50:3f:00:00",1,38,0,0,1,38
"04:00:50:43:ff:ff",1,38,0,0,1,38
"04:00:50:46:00:00",1,38,0,0,1,38
"04:00:50:47:ff:ff",3,108,3,108,0,0
"04:00:50:4a:ff:ff",5,176,5,176,0,0
"04:00:50:4b:ff:ff",3,108,3,108,0,0
"04:00:50:4c:ff:ff",4,136,4,136,0,0
"04:00:50:4d:ff:ff",4,136,4,136,0,0
"04:00:50:59:ff:ff",4,136,4,136,0,0
"04:00:50:5f:ff:ff",12,402,0,0,12,402
"04:00:50:62:ff:ff",2,74,0,0,2,74
"04:00:50:6a:ff:ff",1,46,1,46,0,0
"04:00:50:6e:ff:ff",6,198,6,198,0,0
"04:00:50:73:00:00",1,46,1,46,0,0
"04:00:50:77:00:00",1,46,0,0,1,46
"04:00:50:7b:00:00",1,46,0,0,1,46
"04:00:50:7c:ff:ff",2,74,2,74,0,0
"04:00:50:7f:ff:ff",1,46,1,46,0,0
"04:00:50:80:ff:ff",16,538,16,538,0,0
"04:00:50:81:ff:ff",1,46,1,46,0,0
"04:00:50:82:ff:ff",1,46,1,46,0,0
"04:00:50:86:ff:ff",1,46,1,46,0,0
"04:00:50:8c:ff:ff",6,198,6,198,0,0
"04:00:50:8d:ff:ff",2,74,0,0,2,74
"04:00:50:8e:ff:ff",1,46,1,46,0,0
"04:00:50:8f:ff:ff",3,102,0,0,3,102
"04:00:50:91:00:80",9,318,9,318,0,0
"04:00:50:92:ff:ff",2,80,0,0,2,80
"04:00:50:97:ff:ff",1,46,1,46,0,0
"04:00:50:98:ff:ff",2,80,0,0,2,80
"04:00:50:a0:ff:ff",6,216,6,216,0,0
"04:00:50:a2:ff:ff",6,210,6,210,0,0
"04:00:50:a3:ff:ff",1,46,1,46,0,0
"04:00:50:a4:ff:ff",1,46,1,46,0,0
